intersection_cluster,lat,lon,accident_count
400,45.43218304285714,-75.6482063,22
401,45.4247386,-75.63547055000001,169
402,45.43575444999999,-75.64382865000002,25
403,45.4317186,-75.65453726000001,34
405,45.43199653999999,-75.65054414,28
409,45.42563699999999,-75.63801906666667,187
415,45.42689309999999,-75.6842336,62
416,45.4332809,-75.6748886,48
418,45.42876575,-75.68575179999999,202
420,45.43292499999999,-75.6699744,49
422,45.430920749999984,-75.66626918333334,105
423,45.42949239999999,-75.6839973,147
424,45.427362899999984,-75.67802370000001,5
426,45.4307864,-75.680879,40
427,45.43143809999999,-75.67932170000002,35
429,45.43271459999999,-75.6762527,58
431,45.42605879999999,-75.6811426,81
432,45.43320499999999,-75.66901610000001,49
433,45.431080225,-75.66400652499998,105
435,45.4265024,-75.6800805,14
436,45.4301457,-75.6824384,51
437,45.4273482,-75.6870332,353
440,45.42627349999999,-75.6837078,114
441,45.4367986,-75.659777,30
442,45.4357589,-75.6624411,56
443,45.43538649999999,-75.6634148,56
444,45.42810345,-75.68526374999999,217
445,45.43620729999999,-75.6612852,62
448,45.41271299999999,-75.6801338,89
451,45.41175139999999,-75.682756,80
453,45.41126589999999,-75.6792852,80
455,45.4189787,-75.6775327,69
456,45.41211419999999,-75.6797741,76
458,45.41225529999999,-75.6855077,108
459,45.4143515,-75.6811158,16
463,45.44808989999999,-75.5923375,92
468,45.45101319999999,-75.5848817,72
471,45.4388933,-75.6536026,31
472,45.4499616,-75.5881267,78
474,45.43833849999999,-75.60148480000001,18
475,45.44912989999999,-75.59010705,78
476,45.43807149999999,-75.6560518,41
480,45.4394782,-75.651815,31
482,45.439292299999984,-75.6770168,132
483,45.43749309999999,-75.6578409,47
494,45.46234064999999,-75.5241097,78
505,45.43986189999999,-75.6763188,35
507,45.44308099999999,-75.6408945,146
509,45.43834954999999,-75.67777775,121
510,45.44268519999999,-75.64210785,81
513,45.40140579999999,-75.62418735,114
521,45.39886209999999,-75.622526,47
526,45.41734575,-75.60045869999999,193
534,45.41324684999999,-75.61214165000001,109
541,45.43090455,-75.56648709999999,16
545,45.41248974999999,-75.61402815,109
546,45.43168529999999,-75.56454,16
567,45.3313472,-75.7220975,20
578,45.325886,-75.71903205,43
582,45.32737225,-75.71986665,43
587,45.3534548,-75.7303644,53
592,45.36746979999998,-75.7032167,58
598,45.33004784999999,-75.72138325,20
606,45.3629747,-75.73647390000001,42
609,45.352390499999984,-75.73092145000001,53
611,45.369886,-75.7023048,71
613,45.3465442,-75.7011796,80
615,45.34588699999999,-75.7032862,80
626,45.37490274999999,-75.6522851,53
629,45.32919969999999,-75.6539364,64
631,45.36901659999999,-75.66664113333333,39
634,45.3476022,-75.62532200000001,36
636,45.37124889999999,-75.6611618,169
642,45.35369365,-75.6461858,146
643,45.374030950000005,-75.654356,53
647,45.36972644999999,-75.66494549999999,200
648,45.34857964999999,-75.62697705,36
657,45.4968889,-75.47969795,18
672,45.43718374999999,-75.69737905,30
673,45.41376979999999,-75.7107348,82
674,45.41625115,-75.6696517,4
675,45.41843259999999,-75.6750526,65
680,45.40093709999999,-75.625888,114
682,45.40095319999999,-75.6255813,114
686,45.3928973,-75.6825115,33
689,45.38379943333332,-75.6717857,33
690,45.38886016666666,-75.67719470000002,181
697,45.38247379999999,-75.670597,33
701,45.3955946,-75.6841559,39
702,45.391364699999976,-75.6807993,24
703,45.38799414999998,-75.6763722,169
705,45.38799169999999,-75.6760928,169
708,45.39982239999999,-75.686544,24
712,45.3900606,-75.6791448,24
713,45.3942777,-75.6834181,48
716,45.451745,-75.5825631,72
720,45.38968116666666,-75.72576240000001,103
721,45.41722965,-75.71352135000001,83
722,45.38943599999999,-75.72585543333334,103
735,45.42168339999999,-75.6914765,125
740,45.41541165,-75.7164729,79
741,45.41445954999999,-75.7183919,8
742,45.3675414,-75.7526439,60
751,45.19553019999999,-75.8369925,14
754,45.1943404,-75.8388884,8
761,45.4772495,-75.493118,13
764,45.47707899999998,-75.49087900000002,13
766,45.42607729999998,-75.6920358,164
767,45.34939721999999,-75.80530612,72
770,45.3474937,-75.78910435,121
771,45.3477165,-75.78855295000001,121
772,45.34805319999999,-75.7874544,121
775,45.40581829999999,-75.7226936,25
780,45.4239237,-75.6948524,195
781,45.42399589999999,-75.6901462,98
782,45.42246749999999,-75.69393414999999,170
783,45.47486725,-75.51771835,36
785,45.4192321,-75.6343925,106
790,45.3857919,-75.7408237,152
795,45.42442869999999,-75.69486080000001,216
796,45.42458669999999,-75.6951605,179
797,45.4248095,-75.6928992,184
798,45.42509789999999,-75.6940747,184
799,45.42686489999999,-75.69239,128
800,45.4291219,-75.69692740000002,73
803,45.3344748,-75.6933273,269
806,45.4044778,-75.7016173,152
807,45.40468539999999,-75.70189270000002,152
808,45.36695639999999,-75.6205717,0
811,45.39561844999999,-75.7123304,22
812,45.3719562,-75.7716715,12
817,45.36293699999999,-75.7902349,70
824,45.41785719999999,-75.6785462,69
827,45.424176,-75.6856276,225
830,45.333651799999984,-75.72636274999999,18
831,45.39877834999999,-75.68593470000002,24
833,45.414782666666646,-75.6904098,29
848,45.39762009999999,-75.7271934,57
850,45.41493633333332,-75.64291200000001,25
855,45.27079919999999,-75.69911255,86
858,45.4130915,-75.6862443,27
859,45.26889934999999,-75.74544185000002,196
867,45.4241297,-75.6882608,258
884,45.4132181,-75.6445332,73
898,45.27567199999999,-75.7184335,80
899,45.27591209999999,-75.7187792,93
900,45.2759276,-75.7184181,80
909,45.3592746,-75.7954377,141
913,45.2704317,-75.7053103,95
914,45.27061319999999,-75.7055372,95
915,45.3955495,-75.7120548,22
916,45.3957533,-75.7120151,22
918,45.36056774999999,-75.79237750000001,93
919,45.36089179999998,-75.79219115000001,93
921,45.35716659999999,-75.8006507,16
935,45.269305799999984,-75.6997846,86
937,45.33472459999999,-75.6932428,269
938,45.33474069999999,-75.6929276,269
939,45.43205289999999,-75.67784245,46
947,45.40977109999999,-75.7150456,15
948,45.31099719999999,-75.9171813,70
949,45.31111955,-75.91695150000001,70
950,45.30950704999999,-75.91789655,112
951,45.30957999999999,-75.9175513,115
952,45.30859759999999,-75.9156864,108
954,45.30876039999999,-75.9158345,108
957,45.35706989999999,-75.74954389999999,36
958,45.35728379999999,-75.7494632,36
962,45.35132369999999,-75.7631341,160
964,45.35157769999999,-75.7631596,162
975,45.3906797,-75.7231367,25
976,45.3909303,-75.72313030000001,38
980,45.3963302,-75.7102852,25
981,45.39657095,-75.71028335,25
983,45.3973965,-75.7076867,87
984,45.397701,-75.70767535,92
987,45.37191545,-75.76696315000001,67
988,45.4376569,-75.6029701,18
989,45.40097104999998,-75.6997366,116
990,45.40117479999999,-75.6998188,116
999,45.33406129999999,-75.7004793,176
1000,45.33415349999999,-75.7007886,176
1003,45.3866034,-75.7327274,55
1004,45.38663099999999,-75.7324625,55
1005,45.38685339999999,-75.7325228,55
1008,45.3627521,-75.73653420000001,42
1019,45.37002729999999,-75.770638,181
1020,45.37030994999999,-75.77061905,97
1021,45.37077319999999,-75.7690084,137
1022,45.37081379999999,-75.7687117,137
1023,45.37107879999999,-75.7687909,137
1039,45.33897295,-75.79248494999999,14
1040,45.33919759999998,-75.7924045,14
1041,45.33843699999999,-75.79445640000002,14
1042,45.33865019999999,-75.7943876,14
1047,45.3772303,-75.7333625,58
1055,45.40688619999999,-75.708986,47
1058,45.38344379999999,-75.73958013333333,248
1059,45.38484019999999,-75.74029483333334,254
1060,45.38494589999999,-75.7406004,254
1061,45.35262044999999,-75.7310424,53
1072,45.3778731,-75.6732627,37
1073,45.37796979999998,-75.6735503,37
1074,45.37806934999999,-75.6715511,42
1075,45.37829405,-75.6695282,175
1076,45.37825679999999,-75.67137,42
1077,45.3784701,-75.669266,175
1078,45.3780959,-75.6730374,37
1079,45.37856365,-75.6673625,157
1080,45.37859715,-75.6676777,157
1090,45.3861331,-75.73372900000001,59
1091,45.38636739999998,-75.7338101,59
1103,45.43189849999999,-75.6527575,43
1105,45.3891458,-75.7267859,103
1106,45.38935335,-75.72675095,103
1114,45.32374355,-75.83414355,80
1124,45.33290009999999,-75.6932289,269
1125,45.33304089999999,-75.6930249,269
1126,45.33310205,-75.6934064,269
1155,45.4261125,-75.6879747,346
1156,45.3960511,-75.7525335,3
1157,45.424979575,-75.687643,281
1159,45.396533700000006,-75.7514097,3
1161,45.4239061,-75.6867036,230
1167,45.36346164999999,-75.7347824,52
1168,45.36364775,-75.73483395,43
1175,45.35619714999999,-75.8027846,40
1176,45.35359274999999,-75.80821245,70
1177,45.35382455,-75.80819425000001,70
1181,45.42891409999999,-75.6974462,73
1186,45.3362915,-75.7246522,176
1202,45.42005169999998,-75.7062627,58
1223,45.3710717,-75.7690646,137
1224,45.3693548,-75.7727008,155
1225,45.37920809999999,-75.75021054999999,65
1226,45.37896955,-75.75017955,65
1237,45.27043729999999,-75.7462455,196
1250,45.36523809999999,-75.6198616,115
1251,45.3652864,-75.6194774,115
1252,45.36499259999999,-75.6194433,115
1253,45.3649452,-75.6198203,115
1259,45.35367449999999,-75.6476265,146
1260,45.35385879999999,-75.6473575,146
1261,45.35375629999999,-75.6471024,146
1262,45.3535709,-75.6473752,146
1270,45.33486829999998,-75.7242458,176
1272,45.33464229999999,-75.7239112,176
1273,45.334615499999984,-75.72421010000001,194
1303,45.2708617,-75.7052157,95
1304,45.27067149999998,-75.7049967,95
1305,45.28073169999999,-75.6672793,26
1306,45.2807655,-75.6669347,26
1307,45.28047609999999,-75.66693010000002,26
1308,45.2804622,-75.6672858,26
1318,45.38253209999999,-75.6708708,33
1328,45.3482104,-75.8037273,72
1330,45.39986774999999,-75.62168245000001,47
1331,45.39987359999999,-75.6214014,47
1348,45.437915699999984,-75.6026958,18
1349,45.43767949999999,-75.6026839,18
1350,45.41986149999999,-75.70629060000002,64
1351,45.32530034999998,-75.8350054,13
1352,45.32532214999999,-75.83529195,13
1362,45.425325566666665,-75.6940199,184
1363,45.42558924999999,-75.69337065,185
1364,45.4254018,-75.6933327,185
1373,45.26908959999999,-75.7000365,77
1374,45.269488300000006,-75.7000117,86
1375,45.26925909999999,-75.7002514,86
1376,45.27240129999999,-75.7099919,28
1378,45.2726201,-75.7100114,28
1403,45.4289987,-75.63850883333333,162
1404,45.429164,-75.6386609,153
1423,45.4384401,-75.6965173,30
1425,45.43858929999998,-75.696256,30
1428,45.35659899999999,-75.7510961,36
1430,45.4156161,-75.6710329,4
1438,45.3423207,-75.7627552,7
1447,45.4758845,-75.5157512,37
1457,45.42491219999999,-75.694746,182
1462,45.40881009999999,-75.7101399,23
1463,45.3781942,-75.6732778,37
1472,45.26877734999999,-75.73466015000001,6
1478,45.39201299999999,-75.7238512,33
1480,45.41995719999999,-75.7058424,85
1484,45.30386099999999,-75.8770035,100
1485,45.3039027,-75.8765596,100
1486,45.30423009999999,-75.876495,100
1487,45.30423849999999,-75.8769553,100
1492,45.4161719,-75.7145312,85
1493,45.4164749,-75.7144669,85
1494,45.4164546,-75.7148594,85
1495,45.41614009999999,-75.7148824,85
1496,45.4241266,-75.6375655,224
1497,45.4240915,-75.6371371,224
1498,45.42438870000001,-75.6375153,224
1499,45.42433969999999,-75.6371141,224
1507,45.443785,-75.639262,123
1508,45.4437816,-75.6389609,123
1509,45.44353809999999,-75.6389359,123
1510,45.44355139999998,-75.6392299,123
1513,45.41661739999999,-75.6026562,167
1514,45.41660509999999,-75.6023016,167
1523,45.477806,-75.5127384,37
1524,45.47749409999999,-75.51260635,37
1525,45.47781739999999,-75.5124738,37
1526,45.41141004999999,-75.6839751,92
1527,45.41120899999999,-75.68413215000001,92
1537,45.40379149999998,-75.7133052,18
1538,45.42900739999999,-75.6396838,156
1552,45.3549553,-75.9325241,30
1555,45.35522299999998,-75.9326458,30
1560,45.32890950000001,-75.6517335,64
1579,45.37707,-75.7331487,59
1593,45.44649879999999,-75.6149538,42
1594,45.4462551,-75.614994,42
1595,45.44642199999999,-75.61532750000002,42
1607,45.42013589999999,-75.705882,85
1616,45.41923969999999,-75.7076149,47
1617,45.41943429999999,-75.7075378,47
1618,45.42747829999999,-75.6948643,58
1623,45.3702839,-75.6631213,200
1624,45.3702364,-75.6635031,192
1626,45.37054679999999,-75.6630967,200
1627,45.386847799999984,-75.732815,55
1635,45.3482888,-75.7874112,121
1646,45.35813109999998,-75.7946278,141
1647,45.357793,-75.7946091,141
1648,45.35822799999999,-75.7944066,141
1649,45.3578375,-75.7943514,141
1650,45.3478149,-75.7890236,121
1651,45.3474035,-75.7886513,121
1657,45.36824249999999,-75.7010904,58
1658,45.3682652,-75.7013788,62
1659,45.36851469999999,-75.7013099,62
1660,45.3684936,-75.7010201,57
1664,45.4044997,-75.7019165,152
1665,45.4474728,-75.5943315,92
1666,45.44719669999999,-75.5943513,92
1668,45.44749039999999,-75.594012,92
1686,45.4621682,-75.5264871,78
1687,45.4621002,-75.5261725,78
1689,45.4209395,-75.6931956,211
1690,45.42120989999999,-75.6926612,170
1691,45.420955499999984,-75.6927837,134
1692,45.42118349999999,-75.6931462,204
1693,45.422621499999984,-75.6943997,112
1694,45.4220788,-75.6939095,208
1695,45.4218246,-75.69398420000002,208
1696,45.4218672,-75.6935191,179
1712,45.41904934999999,-75.67708245,77
1721,45.26847019999999,-75.7346421,6
1735,45.49660644999999,-75.479357,18
1742,45.41861969999999,-75.7069701,76
1743,45.4378691,-75.60300340000002,18
1746,45.42370706666666,-75.68645363333333,230
1747,45.42340519999998,-75.6873108,209
1749,45.4231709,-75.6878239,155
1750,45.4231083,-75.6873163,159
1751,45.42364429999999,-75.68681910000001,230
1770,45.4512421,-75.5847428,72
1789,45.41759599999999,-75.6784109,69
1792,45.4511762,-75.5843547,72
1795,45.41548659999998,-75.70646984999999,97
